"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H4J7XEPM","journalArticle","2023","Spakowicz, Daniel; Hoyd, Rebecca; Wheeler, Caroline E.; Williams, Nyelia; Bibi, Amna; Husain, Marium; Rajamouli, Srichandhana; Suman, Shankar; Amann, Joseph; Grogan, Madison","Abstract PR004: Older adult-specific microbes correlate with treatment response and markers of T-cell senescence in NSCLC","Cancer Research","","","","","","2023","2023-09-19 01:40:16","2023-09-19 01:40:16","","PR004–PR004","","2_Supplement_1","83","","","Abstract PR004","","","","","","","","","","","","Google Scholar","","Publisher: AACR","","C:\Users\spak01\Zotero\storage\Z54VCPV5\712486.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2INUELP","document","2020","Patel, Sandip H.; Li, Mingjia; Zhao, Songzhu; Wei, Lai; Burkart, Jarred Thomas; Husain, Marium; He, Kai; Bertino, Erin Marie; Shields, Peter G.; Carbone, David Paul","Changes in lymphocyte/monocyte ratio, prognostic marker to predict overall survival in patients with advanced cancer treated with immune checkpoint inhibitor.","","","","","","","2020","2023-09-19 01:40:16","2023-09-19 01:40:16","","","","","","","","","","","","","American Society of Clinical Oncology","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIRXYZ3P","document","2019","Spakowicz, Daniel; Li, Mingjia; Hoyd, Rebecca; Burkart, Jarred Thomas; Patel, Sandip H.; Husain, Marium; He, Kai; Presley, Carolyn J.; Bertino, Erin Marie; Shields, Peter G.","Re-evaluating the neutrophil-to-lymphocyte ratio: Machine learning-based variable selection for predicting survival at twelve months in late-stage cancer patients receiving immunotherapy.","","","","","","","2019","2023-09-19 01:40:16","2023-09-19 01:40:16","","","","","","","","Re-evaluating the neutrophil-to-lymphocyte ratio","","","","","American Society of Clinical Oncology","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNT8YEY3","journalArticle","2022","Presley, C.; Grogan, M.; Hoyd, R.; Compston, A.; Hock, K.; Knauss, B.; Redder, E.; Arrato, N.; Lo, S.; Benedict, J.","Resiliency among Older Adults Receiving Lung Cancer Treatment (ROAR-LCT, NCT04229381): The feasibility of a novel supportive care intervention with collection of longitudinal gut microbiome specimens and activity tracking during the COVID-19 Pandemic","Journal of Geriatric Oncology","","","","","","2022","2023-09-19 01:40:50","2023-09-19 01:40:50","","S32","","8","13","","","Resiliency among Older Adults Receiving Lung Cancer Treatment (ROAR-LCT, NCT04229381)","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29T3H4HN","journalArticle","2023","Spakowicz, Daniel; Hoyd, Rebecca; Wheeler, Caroline E.; Williams, Nyelia; Bibi, Amna; Husain, Marium; Rajamouli, Srichandhana; Suman, Shankar; Amann, Joseph; Grogan, Madison","Abstract PR004: Older adult-specific microbes correlate with treatment response and markers of T-cell senescence in NSCLC","Cancer Research","","","","","","2023","2023-09-19 01:40:50","2023-09-19 01:40:50","","PR004–PR004","","2_Supplement_1","83","","","Abstract PR004","","","","","","","","","","","","Google Scholar","","Publisher: AACR","","C:\Users\spak01\Zotero\storage\4F33R2MD\712486.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TPEDPHJ","journalArticle","2021","Patel, Sandip H.; Zhao, Songzhu; Li, Mingjia; Wei, Lai; Husain, Marium; Spakowicz, Daniel; Grogan, Madison; JohnS, Andrew; Burkart, Jarred; Lopez, Gabrielle","Early changes in lymphocyte/monocyte ratio on-treatment as a prognostic marker to predict overall survival in patients with advanced cancer treated with immune checkpoint inhibitors","","","","","","","2021","2023-09-19 01:40:50","2023-09-19 01:40:50","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\Q4FZ3XP5\Patel et al. - 2021 - Early changes in lymphocytemonocyte ratio on-trea.pdf; C:\Users\spak01\Zotero\storage\PXNI24H7\v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBI3GDIS","document","2020","Patel, Sandip H.; Li, Mingjia; Zhao, Songzhu; Wei, Lai; Burkart, Jarred Thomas; Husain, Marium; He, Kai; Bertino, Erin Marie; Shields, Peter G.; Carbone, David Paul","Changes in lymphocyte/monocyte ratio, prognostic marker to predict overall survival in patients with advanced cancer treated with immune checkpoint inhibitor.","","","","","","","2020","2023-09-19 01:40:50","2023-09-19 01:40:50","","","","","","","","","","","","","American Society of Clinical Oncology","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\DHFQU34J\JCO.2020.38.15_suppl.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBZWDLYY","document","2020","Zhao, Songzhu; Li, Mingjia; Spakowicz, Daniel; Patel, Sandip H.; Johns, Andrew; Grogan, Madison; Miah, Abdul; Husain, Marium; He, Kai; Bertino, Erin Marie","Neutrophil-lymphocyte score: A novel prognostic scoring system that utilized the dynamic change of neutrophil, lymphocyte, and albumin and its comparison to other indices.","","","","","","","2020","2023-09-19 01:40:50","2023-09-19 01:40:50","","","","","","","","Neutrophil-lymphocyte score","","","","","American Society of Clinical Oncology","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TM34YVAQ","journalArticle","2022","Bibi, Amna; Pallerla, Aaditya; Williams, Nyelia; Wheeler, Caroline; Hoyd, Rebecca; Suman, Shankar; Amann, Joseph; Goruganthu, Mounika; Okimoto, Tamio; Liu, Yangyang","A Black Raspberry dietary intervention to modify the gut microbiome and improve the response to immune checkpoint inhibitors","Cancer Research","","","","","","2022","2023-09-19 01:40:50","2023-09-19 01:40:50","","3523–3523","","12_Supplement","82","","","","","","","","","","","","","","","Google Scholar","","Publisher: AACR","","C:\Users\spak01\Zotero\storage\JHGRAQM3\702519.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYXZIGZA","document","2019","Spakowicz, Daniel; Li, Mingjia; Hoyd, Rebecca; Burkart, Jarred Thomas; Patel, Sandip H.; Husain, Marium; He, Kai; Presley, Carolyn J.; Bertino, Erin Marie; Shields, Peter G.","Re-evaluating the neutrophil-to-lymphocyte ratio: Machine learning-based variable selection for predicting survival at twelve months in late-stage cancer patients receiving immunotherapy.","","","","","","","2019","2023-09-19 01:40:50","2023-09-19 01:40:50","","","","","","","","Re-evaluating the neutrophil-to-lymphocyte ratio","","","","","American Society of Clinical Oncology","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJ49AJAE","conferencePaper","2019","Johns, A.; Wei, L.; Grogan, M.; Spakowicz, D.; Patel, S.; Li, M.; Husain, M.; Kendra, K.; Otterson, G.; Burkart, J.","Risk factors for immunotherapy toxicity among older adults","JOURNAL OF THE AMERICAN GERIATRICS SOCIETY","","","","","","2019","2023-09-19 01:40:50","2023-09-19 01:40:50","","S154–S155","","","67","","","","","","","","WILEY 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5G4SJN4G","document","2020","Riesenberg, Brian P.; Li, Mingjia; Spakowicz, Daniel; Hoyd, Rebecca; Beane, Joal; Yang, Yuanquan; Oezkan, Filiz; He, Kai; Patel, Sandip H.; Johns, Andrew","Platelets impact the responsiveness of immune checkpoint blockade therapy in solid tumors.","","","","","","","2020","2023-09-19 01:40:50","2023-09-19 01:40:50","","","","","","","","","","","","","American Society of Clinical Oncology","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBHI5Z3B","journalArticle","2021","Presley, C.; Mohamed, M.; Culakova, E.; Flannery, M.; Vibhakar, P.; Spakowicz, D.; Amini, A.; VanderWalde, N.; Wong, M.; Mohile, S.","A Geriatric Assessment (GA) intervention to reduce treatment toxicity among older adults with advanced lung cancer: A subgroup analysis from a cluster randomized controlled trial (CRCT)","Journal of Geriatric Oncology","","","","","","2021","2023-09-19 01:40:50","2023-09-19 01:40:50","","S54","","8","12","","","A Geriatric Assessment (GA) intervention to reduce treatment toxicity among older adults with advanced lung cancer","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2K87FPXT","journalArticle","2017","Presley, Carolyn J.; Boatright, Dowin; Gerstein, Mark; Greene, Ann; Rosenthal, Marjorie; Papachristos, Andrew V.","The Effect of Virtual Civic Engagement on Crime: SeeClickFix in New Haven","","","","","","","2017","2023-09-19 01:41:21","2023-09-19 01:41:21","","","","","","","","The Effect of Virtual Civic Engagement on Crime","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\B4S267H8\4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWPRVPGZ","journalArticle","2021","Spakowicz, D.; Hoyd, R.; Williams, N.; Grogan, M.; Mrofchak, R.; Benedict, J.; Janse, S.; Carbone, D. P.; Rosko, A.; Presley, C. J.","The gut microbiome correlates with common geriatric assessments in the context of lung cancer treatment for older adults","Journal of Geriatric Oncology","","","","","","2021","2023-09-19 01:41:21","2023-09-19 01:41:21","","S56","","8","12","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXLNSJNP","journalArticle","2023","Wong, Alex; Riley, Maria; Zhao, Songzhu; Wang, Jing Gennie; Esguerra, Vince; Li, Mingjia; Lopez, Gabrielle; Otterson, Gregory A.; Kendra, Kari; Presley, Carolyn J.","Association between pre-treatment chest imaging and pulmonary function abnormalities and immune checkpoint inhibitor pneumonitis","Cancer Immunology, Immunotherapy","","","","","","2023","2023-09-19 01:41:21","2023-09-19 01:41:21","","1–9","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\spak01\Zotero\storage\5TJ8WPZZ\s00262-023-03373-y.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNP9WK64","journalArticle","2022","Issa, Majd; Tang, Joy; Guo, Yizhen; Coss, Chris; Mace, Thomas A.; Bischof, Jason; Phelps, Mitch; Presley, Carolyn J.; Owen, Dwight H.","Risk factors and predictors of immune-related adverse events: implications for patients with non-small cell lung cancer","Expert Review of Anticancer Therapy","","","","","","2022","2023-09-19 01:41:21","2023-09-19 01:41:21","","861–874","","8","22","","","Risk factors and predictors of immune-related adverse events","","","","","","","","","","","","Google Scholar","","Publisher: Taylor & Francis","","C:\Users\spak01\Zotero\storage\8ZCUDDKX\Issa et al. - 2022 - Risk factors and predictors of immune-related adve.pdf; C:\Users\spak01\Zotero\storage\9AKDAU4R\14737140.2022.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HANHIQ6Q","book","2008","Presley, Andrew David","Synthesis and assembly of a virus-based scaffold for materials construction","","","","","","","2008","2023-09-19 01:41:21","2023-09-19 01:41:21","","","","","","","","","","","","","University of California, Berkeley","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\SUWMQK4L\304696313.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXHKIB26","journalArticle","2021","Sarıhan, S.; Tunc, S.; Irem, Z.; Kahraman, A.","P54. 05 Stereotactic Radiotherapy for Brain Metastases in Patients With Lung Cancer: Cyberknife Experience","Journal of Thoracic Oncology","","","","","","2021","2023-09-19 01:41:21","2023-09-19 01:41:21","","S1131","","10","16","","","P54. 05 Stereotactic Radiotherapy for Brain Metastases in Patients With Lung Cancer","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\5PR8ACAK\Sarıhan et al. - 2021 - P54. 05 Stereotactic Radiotherapy for Brain Metast.pdf; C:\Users\spak01\Zotero\storage\ARYGV4XC\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QVF5EY3","journalArticle","2022","Haddad, Tyler C.; Zhao, Songzhu; Li, Mingjia; Patel, Sandip H.; Johns, Andrew; Grogan, Madison; Lopez, Gabriella; Miah, Abdul; Wei, Lai; Tinoco, Gabriel","Immune checkpoint inhibitor-related thrombocytopenia: incidence, risk factors and effect on survival","Cancer Immunology, Immunotherapy","","","","","","2022","2023-09-19 01:41:21","2023-09-19 01:41:21","","1–9","","","","","","Immune checkpoint inhibitor-related thrombocytopenia","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\spak01\Zotero\storage\GYYF2D9S\s00262-021-03068-2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8TQBXYS","journalArticle","2023","Andersen, Barbara L.; Myers, John; Blevins, Tessa; Park, Kylie R.; Smith, Rachel M.; Reisinger, Sarah; Carbone, David P.; Presley, Carolyn J.; Shields, Peter G.; Carson, William E.","Depression in association with neutrophil-to-lymphocyte, platelet-to-lymphocyte, and advanced lung cancer inflammation index biomarkers predicting lung cancer survival","Plos one","","","","","","2023","2023-09-19 01:41:21","2023-09-19 01:41:21","","e0282206","","2","18","","","","","","","","","","","","","","","Google Scholar","","Publisher: Public Library of Science San Francisco, CA USA","","C:\Users\spak01\Zotero\storage\RVLWBJ4I\article.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YT6QWG5A","journalArticle","2019","Kotwal, Ashwin A.; Presley, Carolyn J.; Loh, Kah Poh; Huang, Li-Wen; Lam, Vivian; Wong, Melisa L.","Geriatric oncology research at the 2019 American Geriatrics Society (AGS) annual meeting: joint perspectives from the young international society of geriatric oncology (SIOG) and AGS cancer and aging special interest group","Journal of geriatric oncology","","","","","","2019","2023-09-19 01:41:21","2023-09-19 01:41:21","","994–997","","6","10","","","Geriatric oncology research at the 2019 American Geriatrics Society (AGS) annual meeting","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\R2I6BSUM\PMC6814544.html; C:\Users\spak01\Zotero\storage\7P9LKLTJ\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NTURQC29","journalArticle","2021","Wu, L.; Pu, X.; Chen, B.; Wang, Q.; Liu, L.; Li, K.; Kong, Y.; Xu, F.; Li, J.; Xu, L.","P40. 14 Efficacy and Safety of Endostar Combined With Camrelizumab and Chemotherapy in Treatment of Advanced NSCLC: A Multi-Center Retrospective Study","Journal of Thoracic Oncology","","","","","","2021","2023-09-19 01:41:21","2023-09-19 01:41:21","","S1075–S1076","","10","16","","","P40. 14 Efficacy and Safety of Endostar Combined With Camrelizumab and Chemotherapy in Treatment of Advanced NSCLC","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\SC5PER8N\Wu et al. - 2021 - P40. 14 Efficacy and Safety of Endostar Combined W.pdf; C:\Users\spak01\Zotero\storage\HIQ74UCV\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBNIUJAR","journalArticle","","CHOPRA, ZOEY","HONORS & AWARDS","","","","","","","","2023-09-19 01:42:19","2023-09-19 01:42:19","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\CEYNY43E\CHOPRA - HONORS & AWARDS.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GH8E2WY3","thesis","2023","Mohamed, Mostafa","Association Between Chemotherapy Dosing, Treatment Tolerability, and Survival Among Older Adults With Advanced Cancer","","","","","","","2023","2023-09-19 01:42:19","2023-09-19 01:42:19","","","","","","","","","","","","","University of Rochester","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\QQ5CUDF3\2862098869.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9X933B5","journalArticle","2020","Li, S. L.; Gao, X. P.; Chen, Q. Q.; Fu, X. H.; Zhao, Yan; Duan, J. M.; Tang, Y. Q.; Sun, Jie; Li, J. L.; Zhou, Q. M.","Retrospectively analysis of characteristics and risk factors of immune treatment-related hepatic adverse events in malignant tumor","Zhonghua Zhong liu za zhi [Chinese Journal of Oncology]","","","","","","2020","2023-09-19 01:42:19","2023-09-19 01:42:19","","50–54","","1","42","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\UJQWQ5ES\32023769.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8N3XX4YK","journalArticle","2021","Wang, Ying; Yang, Mengxue; Tao, Mingyang; Liu, Peipei; Kong, Cheng; Li, Hao; Chen, Yingmei; Yin, Xudong; Yan, Xuebing","Corticosteroid administration for cancer-related indications is an unfavorable prognostic factor in solid cancer patients receiving immune checkpoint inhibitor treatment","International Immunopharmacology","","","","","","2021","2023-09-19 01:42:19","2023-09-19 01:42:19","","108031","","","99","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\E8INHY23\S1567576921006676.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VV6A4BPJ","journalArticle","","Camidge, D. Ross; Moran, Teresa; Demedts, Ingel; Grosch, Heidrun; Mileham, Kathryn; Molina, Julian; Juan-Vidal, Oscar; Bepler, Gerold; Goldman, Jonathan W.; Park, Keunchil","291 Disease Burden on PET Predicts Outcomes for Advanced NSCLC Patients Treated with First-Line Immunotherapy Therese Y. Andraos, Balazs Halmos, Haiying Cheng, Calvin Huntzinger, Shervin M. Shirvani, Nitin Ohri First-line immunotherapy (IMT) is now recommended for most patients with advanced non-small cell lung cancer (NSCLC). We reviewed our institution’s experience with first-line IMT for NSCLC to examine the prognostic value of measures of disease burden on staging FDG-PET/CT. We found that patients with oligometastatic disease (≤ 3","","","","","","","","2023-09-19 01:42:19","2023-09-19 01:42:19","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8BTENX2","journalArticle","2022","Park, C.-K.; Jun, H. R.; Oh, H.-J.; Lee, J.-Y.; Cho, H.-J.; Kim, Y.-C.; Lee, J. E.; Yoon, S. H.; Choi, C. M.; Lee, J. C.","EP08. 01-017 Evaluation of Blood Tumor Mutation Burden for Efficacy of Second-Line Atezolizumab Treatment in Non-small Cell Lung Cancer","Journal of Thoracic Oncology","","","","","","2022","2023-09-19 01:42:19","2023-09-19 01:42:19","","S345","","9","17","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\CLZPNHJQ\Park et al. - 2022 - EP08. 01-017 Evaluation of Blood Tumor Mutation Bu.pdf; C:\Users\spak01\Zotero\storage\ZS6FD8XK\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Y9WF2HK","journalArticle","2022","Friedes, C.; Yegya-Raman, N.; Aggarwal, C.; Marmarelis, M.; Cohen, R.; Levin, W.; Cengel, K.; Ciunci, C.; Kosteva, J.; Singh, A.","EP08. 01-018 Patterns of Failure in Metastatic NSCLC Treated with First Line Pembrolizumab and Impact of Local Therapy in Patients with Oligoprogression","Journal of Thoracic Oncology","","","","","","2022","2023-09-19 01:42:19","2023-09-19 01:42:19","","S345","","9","17","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9S2KDKF","journalArticle","2023","Duke, J.; Sturgis, C. D.; Hartley, C.; Bailey, M.; Reid, M.; Kern, R.; Bluestone, A.; Subramanian, H.; Reisenauer, J.","PP01. 26 Evaluation of Automated Sample Preparation System for Lymph Node Sampling","Journal of Thoracic Oncology","","","","","","2023","2023-09-19 01:42:19","2023-09-19 01:42:19","","e21","","3","18","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFVC7WMY","journalArticle","2022","Eaton, Selina E.; Kaczmarek, Justyna; Mahmood, Daanish; McDiarmid, Anna M.; Norarfan, Alya N.; Scott, Erin G.; Then, Chee Kin; Tsui, Hailey Y.; Kiltie, Anne E.","Exploiting dietary fibre and the gut microbiota in pelvic radiotherapy patients","British Journal of Cancer","","","","","","2022","2023-09-19 01:42:19","2023-09-19 01:42:19","","2087–2098","","12","127","","","","","","","","","","","","","","","Google Scholar","","Publisher: Nature Publishing Group UK London","","C:\Users\spak01\Zotero\storage\KDRSJMXT\s41416-022-01980-7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CW482QU","journalArticle","2022","Wen, D.","77P Hypermethylation of genes HIST1H4F, Septin9 and RASSF1 as the potential biomarker for nasopharyngeal carcinoma screening","Annals of Oncology","","","","","","2022","2023-09-19 01:42:19","2023-09-19 01:42:19","","S576","","","33","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\K57KNDAE\Wen - 2022 - 77P Hypermethylation of genes HIST1H4F, Septin9 an.pdf; C:\Users\spak01\Zotero\storage\AB6LKT37\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICG72X3K","journalArticle","2023","Boeschen, Myriam; Kuhn, Christina; Wirtz, Hubert; Seyfarth, Hans-Jürgen; Frille, Armin; Lordick, Florian; Hacker, Ulrich T.; Obeck, Ulrike; Stiller, Mathias; Bläker, Hendrik","Comparative bioinformatic analysis of KRAS, STK11 and KEAP1 (co-) mutations in Non-Small Cell Lung Cancer with a special focus on KRAS G12C","Lung Cancer","","","","","","2023","2023-09-19 01:43:09","2023-09-19 01:43:09","","107361","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\JUQ5MUN9\S0169500223008991.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXNMRDMU","journalArticle","2023","Pentimalli, Francesca; Krstic-Demonacos, Marija; Costa, Caterina; Mutti, Luciano; Bakker, Emyr Yosef","Intratumor microbiota as a novel potential prognostic indicator in mesothelioma","Frontiers in Immunology","","","","","","2023","2023-09-19 01:43:09","2023-09-19 01:43:09","","1129513","","","14","","","","","","","","","","","","","","","Google Scholar","","Publisher: Frontiers","","C:\Users\spak01\Zotero\storage\58WJQE4C\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYSF99G9","journalArticle","2021","Kadono, Yoshifumi; Kawaguchi, Shohei; Nohara, Takahiro; Shigehara, Kazuyoshi; Izumi, Kouji; Kamijima, Taiki; Seto, Chikashi; Takano, Akinobu; Yotsuyanagi, Satoshi; Nakagawa, Ryunosuke","Blood cell count biomarkers predicting efficacy of pembrolizumab as second-line therapy for advanced urothelial carcinoma","Anticancer Research","","","","","","2021","2023-09-19 01:43:09","2023-09-19 01:43:09","","1599–1606","","3","41","","","","","","","","","","","","","","","Google Scholar","","Publisher: International Institute of Anticancer Research","","C:\Users\spak01\Zotero\storage\D3JVXDZX\1599.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6LI3BI6","journalArticle","","Audigier-Valette, C.","PP01. 77 Bailey, M., PP01. 26 Boffa, D., PP01. 12 Bal, A., PP01. 62 Bondarenko, I., OA01. 05","Journal of Thoracic Oncology","","","","","","","2023-09-19 01:43:09","2023-09-19 01:43:09","","e45–e49","","3S","18","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\WZCNMJ5Y\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVKUGDQT","journalArticle","2022","Daly, M. E.; Monjazeb, A.; Lim, S.; Qi, L.; Li, Z.; Riess, J.; Li, T.; Moore, E.; Kelly, K.","EP08. 01-061 A Pilot Study of Avelumab and SABR in Non-Responding and Progressing NSCLC Patients Previously Treated with a Checkpoint Inhibitor","Journal of Thoracic Oncology","","","","","","2022","2023-09-19 01:43:09","2023-09-19 01:43:09","","S369","","9","17","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99PJC76F","journalArticle","2021","Qi, Weixiang; Zhao, Shengguang; Chen, Jiayi","Prognostic role of pretreatment lung immune prognostic index in extensive-stage small-cell lung cancer treated with platinum plus etoposide chemotherapy","Cancer Biomarkers","","","","","","2021","2023-09-19 01:43:09","2023-09-19 01:43:09","","177–185","","2","31","","","","","","","","","","","","","","","Google Scholar","","Publisher: IOS Press","","C:\Users\spak01\Zotero\storage\UB67V48V\cbm201502.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3ECHZVM","journalArticle","2021","Chambers, Laura M.; Michener, Chad M.; Rose, Peter G.; Reizes, Ofer; Yao, Meng; Vargas, Roberto","Impact of antibiotic treatment on immunotherapy response in women with recurrent gynecologic cancer","Gynecologic Oncology","","","","","","2021","2023-09-19 01:43:09","2023-09-19 01:43:09","","211–220","","1","161","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\U73UINTU\S0090825821000755.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
